Text,Href,about
Nepal Rastra Bank Bhairahwa,https://www.instagram.com/explore/locations/1459056450830730/nepal-rastra-bank-bhairahwa/,"Nepal Rastra Bank Bhairahwa
Bank
•
63
posts"
"JJ Stonex - Marble, Tiles & Sanitary",https://www.instagram.com/explore/locations/115028146970013/jj-stonex-marble-tiles-sanitary/,"JJ Stonex - Marble, Tiles & Sanitary
jjstonex
Buddha Chowk, Siddharthanagar, Bhairahawa 32900
Building Material Store
•
170
posts
Closed
+97771575581"
"UCMS,Nepal",https://www.instagram.com/explore/locations/283292681/ucmsnepal/,"UCMS,Nepal
Ranigaun, Lumbini, Nepal
Local business
•
200
posts"
Food Holic,https://www.instagram.com/explore/locations/2090174917769551/food-holic/,N/A
Hotel Yeti,https://www.instagram.com/explore/locations/259968074/hotel-yeti/,"Hotel Yeti
00977
Hotel
•
20
posts
Open 24 hours
+977 71-570551"
The Majestic,https://www.instagram.com/explore/locations/1779268242351050/the-majestic/,"The Majestic
32900
Bar
•
157
posts
$$
$$
•
Closed
+977 980-7596338"
Loharauli,https://www.instagram.com/explore/locations/392953481309014/loharauli/,"Loharauli
Village
•
104
posts"
Classic Lounge and Resturant,https://www.instagram.com/explore/locations/1029786350/classic-lounge-and-resturant/,"Classic Lounge and Resturant
Fast food restaurant
•
136
posts
$
$$$"
भैरहवा,https://www.instagram.com/explore/locations/110031097397986/,"भैरहवा
Agricultural Service
•
34
posts
$$$$"
India-Nepal Border,https://www.instagram.com/explore/locations/551520927/india-nepal-border/,"India-Nepal Border
Port
•
136
posts"
Beshall Tattoo,https://www.instagram.com/explore/locations/153393575295566/beshall-tattoo/,"Beshall Tattoo
Tattoo & Piercing Shop
•
57
posts
Closed
+977 981-6438300"
Chhotki Khurhuriya,https://www.instagram.com/explore/locations/378638589395176/chhotki-khurhuriya/,"Chhotki Khurhuriya
Village
•
168
posts"
"Tilottama,14",https://www.instagram.com/explore/locations/1028503842/tilottama14/,"Tilottama,14
Residence
•
112
posts"
Radison Resort Bhairahawa,https://www.instagram.com/explore/locations/508793835/radison-resort-bhairahawa/,"Radison Resort Bhairahawa
Hotel
•
25
posts
$$
$$
•
Open 24 hours"
Barmelitole,https://www.instagram.com/explore/locations/600053426/barmelitole/,"Barmelitole
Bar
•
151
posts"
Koirala Complex,https://www.instagram.com/explore/locations/105031148088263/koirala-complex/,"Koirala Complex
Nepalese Restaurant
•
102
posts
$
$$$"
Kashi Cineplex Bhairahawa,https://www.instagram.com/explore/locations/262385437/kashi-cineplex-bhairahawa/,"Kashi Cineplex Bhairahawa
Movie Theater
•
12
posts
$$$
$
+977 71-570927"
Wherever on Earth,https://www.instagram.com/explore/locations/1533025896810393/wherever-on-earth/,N/A
Hiranya Lounge & Party Palace,https://www.instagram.com/explore/locations/108110210719028/hiranya-lounge-party-palace/,"Hiranya Lounge & Party Palace
032900
Lounge
•
25
posts
$
$$$
+977 985-7011529"
Neeldavid's unisex salon bhairahawa,https://www.instagram.com/explore/locations/1850356338411615/neeldavids-unisex-salon-bhairahawa/,"Neeldavid's unisex salon bhairahawa
Narayan path-7, PL Yadav Complex ( Makhan bhog building) , 1st floor, Bhairahawa 00000
Hair Salon
•
6
posts
$$
$$
+977 980-1141333"
Siddharthanagar Nagar Palika,https://www.instagram.com/explore/locations/1664232233871974/siddharthanagar-nagar-palika/,"Siddharthanagar Nagar Palika
Government organization
•
132
posts"
Infinity Lounge,https://www.instagram.com/explore/locations/105626784276231/infinity-lounge/,"Infinity Lounge
32900
Lounge
•
17
posts
$$
$$
+977 981-8434438"
"Gs Collection Center , Bankroad Sherchan Market Bhairahawa",https://www.instagram.com/explore/locations/595730420557614/gs-collection-center-bankroad-sherchan-market-bhairahawa/,"Gs Collection Center , Bankroad Sherchan Market Bhairahawa
gs_collection_center
Nepal, Bhairahawa 32900
Electronics Store
•
161
posts
+9779847038604"
"Maitri Path, Bhairahawa",https://www.instagram.com/explore/locations/359047291612290/maitri-path-bhairahawa/,"Maitri Path, Bhairahawa
Commercial & Industrial Equipment Supplier
•
157
posts"
Auscan educational andComputer Institute,https://www.instagram.com/explore/locations/243967962725462/auscan-educational-andcomputer-institute/,"Auscan educational and  Computer Institute
shahid path -06 ( Near Paschimanchal School), Bhairahawa 32900
Educational Consultant
•
122
posts
$$$
$
+977 980-0761142"
sOmE WhErE UnDeR ThE SkY,https://www.instagram.com/explore/locations/580506652090395/some-where-under-the-sky/,N/A
Unique Party Palace Bhairahawa,https://www.instagram.com/explore/locations/2099977440258977/unique-party-palace-bhairahawa/,"Unique Party Palace Bhairahawa
Just for fun
•
102
posts"
Enfielders Base Camp,https://www.instagram.com/explore/locations/1733975066914393/enfielders-base-camp/,"Enfielders Base Camp
Anchalpur, Bhairahawa Rupandehi
Apparel & clothing
•
31
posts
$
$$$
+977 981-6449754"
Durga Mandir Annapurna Tole Bhairahawa,https://www.instagram.com/explore/locations/606341699453129/durga-mandir-annapurna-tole-bhairahawa/,"Durga Mandir Annapurna Tole Bhairahawa
21
posts"
Nyahgayur Shanti Buddha Gumba,https://www.instagram.com/explore/locations/1891796221076452/nyahgayur-shanti-buddha-gumba/,"Nyahgayur Shanti Buddha Gumba
16
posts"
"Annapurna Tole,Bhairahawa",https://www.instagram.com/explore/locations/792321012/annapurna-tolebhairahawa/,"Annapurna Tole,Bhairahawa
Residence
•
111
posts"
Gautam Buddha Pride of Nepal,https://www.instagram.com/explore/locations/1022020514/gautam-buddha-pride-of-nepal/,"Gautam Buddha Pride of Nepal
Community
•
22
posts"
RETI Institute Bhairahawa,https://www.instagram.com/explore/locations/1765461983758728/reti-institute-bhairahawa/,"RETI Institute Bhairahawa
Education
•
135
posts
+977 71-575261"
Sanu Departmental Store Pvt. Ltd.,https://www.instagram.com/explore/locations/280932515743524/sanu-departmental-store-pvt-ltd/,"Sanu Departmental Store Pvt. Ltd.
Narayanpath-12, Bhairahawa 32900
Shopping Mall
•
44
posts
$$
$$
+977 71-526883"
"Devkota Chowk,Bhairahawa",https://www.instagram.com/explore/locations/101864458814626/devkota-chowkbhairahawa/,N/A
Casino Paradise,https://www.instagram.com/explore/locations/104776218746613/casino-paradise/,N/A
TS motors care,https://www.instagram.com/explore/locations/101107494753241/ts-motors-care/,"TS motors care
tsmotorscare
Aunchalpur, Bhairahawa
Auto Detailing Service
•
12
posts
$$$
$
+9779800793400"
Home Swt Home,https://www.instagram.com/explore/locations/303672783/home-swt-home/,N/A
Siddharthanagar Udhyog Banijya Sangh,https://www.instagram.com/explore/locations/1018686934/siddharthanagar-udhyog-banijya-sangh/,"Siddharthanagar Udhyog Banijya Sangh
City Hall
•
119
posts"
OLD DUKE,https://www.instagram.com/explore/locations/275903572807744/old-duke/,N/A
Rupandehi Campus,https://www.instagram.com/explore/locations/2522930684387564/rupandehi-campus/,"Rupandehi Campus
rupandehicampus.official
Goligadh, Siddharthanagar 9, Bhairahawa 32900
Community College
•
123
posts
+9779867292404"
US PIZZA Bhairahawa,https://www.instagram.com/explore/locations/336869927565474/us-pizza-bhairahawa/,"US PIZZA Bhairahawa
uspizzabhairahawa
Milan Chowk Bhairahawa,  Infront of pawan misthan Bhandar , Bhairahawa 32900
Fast food restaurant
•
18
posts
+9779857052130"
Shawarma Cafe,https://www.instagram.com/explore/locations/100338778765909/shawarma-cafe/,"Shawarma Cafe
32900
Cafe
•
6
posts
+977 984-0825055"
Hotel Yatri Pvt. Ltd,https://www.instagram.com/explore/locations/105385187657660/hotel-yatri-pvt-ltd/,"Hotel Yatri Pvt. Ltd
Hotel
•
31
posts
$
$$$
+977 71-575197"
City Hospital,https://www.instagram.com/explore/locations/950829667/city-hospital/,"City Hospital
Lumbini Road, Bhairahawa
28
posts
+977 71-526975"
Bank Road,https://www.instagram.com/explore/locations/253582188/bank-road/,"Bank Road
Local business
•
102
posts"
"Veterinary Teaching Hospital, IAAS TU Paklihawa",https://www.instagram.com/explore/locations/111213473599205/veterinary-teaching-hospital-iaas-tu-paklihawa/,"Veterinary Teaching Hospital, IAAS TU Paklihawa
Siddharthanagar-1, Bhairahawa 32900
Veterinarian
•
5
posts
$$
$$
+977 71-506150"
Bank Road,https://www.instagram.com/explore/locations/351210114984553/bank-road/,"Bank Road
Bank
•
28
posts
$$
$$"
Omsatiya,https://www.instagram.com/explore/locations/393624674563373/omsatiya/,"Omsatiya
Village
•
265
posts"
USPFC,https://www.instagram.com/explore/locations/295398285587078/uspfc/,N/A
RED SUN Hotel,https://www.instagram.com/explore/locations/1025149362/red-sun-hotel/,"RED SUN Hotel
283/17-283/19 Phạm Ngũ Lão, dist 1, Ho Chi Minh City, Vietnam
Hotel
•
109
posts
$
$$$
+84 838 367 214"
"Shantinagar,bhairahawa",https://www.instagram.com/explore/locations/306210400025725/shantinagarbhairahawa/,"Shantinagar,bhairahawa
Home
•
241
posts"
Khajuriya,https://www.instagram.com/explore/locations/446475819491939/khajuriya/,"Khajuriya
Khajuriya, Bhairahawa
Village
•
139
posts"
Bankroad Bhairahawa,https://www.instagram.com/explore/locations/1037787363069797/bankroad-bhairahawa/,"Bankroad Bhairahawa
32900
Department Store
•
218
posts"
Padsari Omsatiya 2,https://www.instagram.com/explore/locations/1841363509230292/padsari-omsatiya-2/,"Padsari Omsatiya 2
Palatine Restaurant
•
274
posts"
The bluez brothers,https://www.instagram.com/explore/locations/1232087643542731/the-bluez-brothers/,"The bluez brothers
the_bluez_brothers
Prahari tole-12, Bhairahawa, Bhairahawa 32900
Local business
•
487
posts
Closed
+9779813237833"
"Bank Colony,bhw.",https://www.instagram.com/explore/locations/1446726285550726/bank-colonybhw/,"Bank Colony,bhw.
Home
•
229
posts"
Ss Fitness & Aerobic,https://www.instagram.com/explore/locations/100524661832316/ss-fitness-aerobic/,"Ss Fitness & Aerobic
Gym/Physical Fitness Center
•
157
posts
$
$$$
•
Closed"
Rohanigaupalika,https://www.instagram.com/explore/locations/2058911461074494/rohanigaupalika/,"Rohanigaupalika
Just for fun
•
270
posts"
NANSC Resort Pvt Ltd,https://www.instagram.com/explore/locations/1021957815/nansc-resort-pvt-ltd/,"NANSC Resort Pvt Ltd
Devkota Chowk -13, Siddharthanagar, Nepal 32900
Hotel
•
176
posts
$$$
$
•
Open 24 hours
+977 71-574376"
"Anchalpur, Bhairahawa",https://www.instagram.com/explore/locations/1571144479850361/anchalpur-bhairahawa/,"Anchalpur, Bhairahawa
Region
•
203
posts"
Jawed Habib Hair & Beauty,https://www.instagram.com/explore/locations/741652472655791/jawed-habib-hair-beauty/,"Jawed Habib Hair & Beauty
Beauty Salon
•
2
posts
Closed
+977 71-573336"
Rolls NBites,https://www.instagram.com/explore/locations/326421124827972/rolls-nbites/,"Rolls N' Bites
Ice Cream Shop
•
70
posts
Closed
+977 982-3155799"
Bodhi Redsun,https://www.instagram.com/explore/locations/419494245050729/bodhi-redsun/,"Bodhi Redsun
Basantapur-04, Rupandehi, , Lumbini, Nepal 27612
Hotel
•
261
posts
$$
$$
•
Open 24 hours
+977 71-575957"
"Bhim Hospital,bhairahawa",https://www.instagram.com/explore/locations/206452730063501/bhim-hospitalbhairahawa/,"Bhim Hospital,bhairahawa
63
posts
Open 24 hours
+977 71-520291"
Hotel Sun Star International,https://www.instagram.com/explore/locations/103683424781966/hotel-sun-star-international/,"Hotel Sun Star International
Airport Road, Bhairahawa 32900
Hotel
•
124
posts
Open 24 hours
+977 985-7049450"
Darkhaswa Park,https://www.instagram.com/explore/locations/105239232284784/darkhaswa-park/,"Darkhaswa Park
Darkhaswa Park, Siddharthanagar-3, Bhairahawa
Nature Preserve
•
149
posts"
Brahma Kumaris Bhairahawa,https://www.instagram.com/explore/locations/1967921033493643/brahma-kumaris-bhairahawa/,"Brahma Kumaris Bhairahawa
Divya Shanti Retreat Centre, Om Shanti Path, Bhairahawa 32900
College & university
•
245
posts
$
$$$
•
Closed
+977 71-520211"
Anushri's Wardrobe,https://www.instagram.com/explore/locations/106344681270875/anushris-wardrobe/,"Anushri's Wardrobe
Retail company
•
375
posts"
"Bhairawa,nepal",https://www.instagram.com/explore/locations/372458078/bhairawanepal/,"Bhairawa,nepal
Region
•
102
posts
$$
$$"
Apna Havelii,https://www.instagram.com/explore/locations/2306363403013562/apna-havelii/,N/A
Siddhartha Cricket Stadium Bhairahawa,https://www.instagram.com/explore/locations/103313055629217/siddhartha-cricket-stadium-bhairahawa/,"Siddhartha Cricket Stadium Bhairahawa
Siddharthanagar , Eye Hospital , Bhairahawa, Nepal 32900
Sports & recreation
•
53
posts
Open 24 hours"
Hotel Crossroad,https://www.instagram.com/explore/locations/107891317481345/hotel-crossroad/,"Hotel Crossroad
Hotel
•
37
posts
$$$
$
•
Closed
+977 985-7051862"
Daune,https://www.instagram.com/explore/locations/559579311/daune/,"Daune
Food & beverage
•
35
posts"
Royal Lumbini Cottage & Family Restaurant,https://www.instagram.com/explore/locations/522034257963647/royal-lumbini-cottage-family-restaurant/,"Royal Lumbini Cottage & Family Restaurant
Lumbini Gate, Lumbini Road, Bhairahawa 00977
Restaurant
•
129
posts
$
$$$
•
Closed
+977 71-574244"
My Bhairahawa sweet home,https://www.instagram.com/explore/locations/156220557858176/my-bhairahawa-sweet-home/,"My Bhairahawa sweet home
Home
•
213
posts
+977 71-524379"
ओम सतिया गाऊ पालिका वाड न:४ बसन्तपुर बालापुर,https://www.instagram.com/explore/locations/100513253908896/,"ओम सतिया गाऊ पालिका वाड न:४ बसन्तपुर बालापुर
Public Utility Company
•
205
posts
Open 24 hours"
Butwal City,https://www.instagram.com/explore/locations/429148030/butwal-city/,"Butwal City
Street
•
123
posts"
Peace night Restaurent,https://www.instagram.com/explore/locations/250224705365252/peace-night-restaurent/,"Peace night Restaurent
32900
Restaurant
•
225
posts
$$
$$
•
Closed
+977 71-576025"
Patwa Marriage Hall,https://www.instagram.com/explore/locations/984122898443686/patwa-marriage-hall/,"Patwa Marriage Hall
Vacation Home Rental
•
130
posts
Open 24 hours"
Peace Night Restaurant & Party Palace Pvt. Ltd.,https://www.instagram.com/explore/locations/214737885886480/peace-night-restaurant-party-palace-pvt-ltd/,"Peace Night Restaurant & Party Palace Pvt. Ltd.
Ravi Path-08, Sidhharthanagar, Bhairahawa 32900
Restaurant
•
191
posts
$$
$$
•
Closed
+977 71-576025"
Dinesh Fashion Emporium Chaukhara,https://www.instagram.com/explore/locations/219898708543974/dinesh-fashion-emporium-chaukhara/,"Dinesh Fashion Emporium Chaukhara
multibrand_casual_store
272193
Clothing (Brand)
•
187
posts
Closed
+919984124501"
Nepal Albaik Restaurant & Bar,https://www.instagram.com/explore/locations/101704674616980/nepal-albaik-restaurant-bar/,"Nepal Albaik Restaurant & Bar
Prahari Tole -12 , Opposite of EVEREST BANK LTD , 
Bhairahawa, Nepal, Bhairahawa 32900
Fast food restaurant
•
49
posts
Closed
+977 982-7430413"
Buddha Bhumi,https://www.instagram.com/explore/locations/107638697711583/buddha-bhumi/,"Buddha Bhumi
Shopping & retail
•
35
posts
+977 980-5430261"
Bhairahwa Bhat Bhatnhi Shoping Mall,https://www.instagram.com/explore/locations/100647381453961/bhairahwa-bhat-bhatnhi-shoping-mall/,"Bhairahwa Bhat Bhatnhi Shoping Mall
Bagel Shop
•
44
posts
$$
$$"
Goligadh,https://www.instagram.com/explore/locations/317389242285746/goligadh/,"Goligadh
Goligadh, Bhairahawa
Village
•
13
posts
Open 24 hours"
Bhairahawa Multiple Campus Bhw,https://www.instagram.com/explore/locations/1034424822/bhairahawa-multiple-campus-bhw/,"Bhairahawa Multiple Campus Bhw
Education
•
137
posts
Open 24 hours
+1 225-410-2011"
Snazzy San’s Hair & Beauty Salon,https://www.instagram.com/explore/locations/1886914821538702/snazzy-sans-hair-beauty-salon/,"Snazzy San’s Hair & Beauty Salon
snazzy_sans
Aawaroad, Bhairahawa, Rupandehi, Bhairahawa 32900
Local business
•
131
posts
Open 24 hours
+9779817568838"
Hotel Lacoul,https://www.instagram.com/explore/locations/630339116/hotel-lacoul/,"Hotel Lacoul
Hotel
•
111
posts
$
$$$
•
Open 24 hours
+977 71-575575"
Shantinagar,https://www.instagram.com/explore/locations/284325575/shantinagar/,"Shantinagar
Bhairahawa 32900, Nepal, Bhairahawa
Home
•
171
posts
Open 24 hours"
Ss Fitness & Aerobic,https://www.instagram.com/explore/locations/1684268838563655/ss-fitness-aerobic/,"Ss Fitness & Aerobic
Gym/Physical Fitness Center
•
134
posts
$
$$$
•
Closed"
Bhairahawa Bhatbhateni,https://www.instagram.com/explore/locations/104760364357252/bhairahawa-bhatbhateni/,"Bhairahawa Bhatbhateni
Department Store
•
42
posts"
HOTEL Glasgow,https://www.instagram.com/explore/locations/1028427381/hotel-glasgow/,"HOTEL Glasgow
BANKROAD-5, Bhairawa, Nepal 0091
Hotel
•
23
posts
Open 24 hours
+977 71-523737"
"National Wheat Research Program, Bhairahawa",https://www.instagram.com/explore/locations/484799961703112/national-wheat-research-program-bhairahawa/,"National Wheat Research Program, Bhairahawa
Government Building
•
21
posts
Closed"
Alisha,https://www.instagram.com/explore/locations/933852702/alisha/,N/A
The Delight,https://www.instagram.com/explore/locations/115405546681555/the-delight/,"The Delight
Comfort Food Restaurant
•
37
posts"
Nepal Rastra Bank Bhairahwa,https://www.instagram.com/explore/locations/1459056450830730/nepal-rastra-bank-bhairahwa/,"Nepal Rastra Bank Bhairahwa
Bank
•
63
posts"
"JJ Stonex - Marble, Tiles & Sanitary",https://www.instagram.com/explore/locations/115028146970013/jj-stonex-marble-tiles-sanitary/,"JJ Stonex - Marble, Tiles & Sanitary
jjstonex
Buddha Chowk, Siddharthanagar, Bhairahawa 32900
Building Material Store
•
170
posts
Closed
+97771575581"
